Car_ID,Make,Model,Price,Year,Fuel Type,Location,Transmission
305,Tata,Harrier XZA Plus Dual Tone,2251000,2021,Diesel,Mumbai,Automatic
306,Porsche,911 Carrera 4,9300000,2019,Petrol,Pune,Automatic
307,Maruti Suzuki,Wagon R LXI CNG (O),430000,2016,CNG,Pune,Manual
308,Maruti Suzuki,Ciaz Delta 1.3 Hybrid,600000,2017,Diesel,Yamunanagar,Manual
309,Hyundai,Tucson GL 2WD AT Petrol,1595000,2017,Petrol,Bangalore,Automatic
310,Volkswagen,Polo 1.2 TDI,290000,2014,Diesel,Jamshedpur,Manual
311,Hyundai,i20 Sportz 1.2,375000,2013,Petrol,Panchkula,Manual
312,Volvo,V40 D3 Kinetic,1200000,2015,Diesel,Kolkata,Automatic
313,Toyota,Fortuner 3.0 4x2 AT,1525000,2014,Diesel,Delhi,Automatic
314,Mercedes-Benz,C-Class C 200 Avantgarde,2675000,2016,Petrol,Gurgaon,Automatic
315,Honda,Jazz V AT Petrol,545000,2015,Petrol,Delhi,Automatic
316,Mercedes-Benz,S-Class S 350D [2018-2020],7900000,2017,Diesel,Vadodara,Automatic
317,Honda,Jazz S,195000,2010,Petrol,Gurgaon,Manual
318,BMW,3-Series 320d Luxury Edition,4550000,2021,Diesel,Delhi,Automatic
319,Land Rover,Evoque HSE Dynamic,2499000,2015,Diesel,Kolkata,Automatic
320,Mahindra,Xylo D2 BS-IV,210000,2012,Diesel,Kanpur,Manual
321,Hyundai,Venue SX 1.5 CRDi,1097000,2022,Diesel,Mumbai,Manual
322,Volkswagen,Polo GT TSI,1095000,2020,Petrol,Bangalore,Automatic
323,Maruti Suzuki,Wagon R LXI CNG,325000,2015,CNG,Delhi,Manual
324,Mahindra,Scorpio S11 4WD 7 STR,1375000,2019,Diesel,Lucknow,Manual
325,Audi,A4 2.0 TDI (143 bhp),975000,2012,Diesel,Lucknow,Automatic
326,Maruti Suzuki,Swift VXi,745000,2021,Petrol,Bangalore,Manual
327,Toyota,Innova 2.4 VX 7 STR [2016-2020],2175000,2017,Diesel,Mysore,Manual
328,Jeep,Compass Limited (O) 1.4 Petrol AT [2017-2020],1250000,2017,Petrol,Thane,Automatic
329,Maruti Suzuki,Swift VDi,500000,2017,Diesel,Warangal,Manual
330,Honda,WR-V S MT Petrol,625000,2017,Petrol,Ahmedabad,Manual
331,Honda,City 1.5 S MT,250000,2011,Petrol,Kolkata,Manual
332,Volkswagen,Vento TSI,650000,2017,Petrol,Rohtak,Automatic
333,Honda,Brio S MT,310000,2014,Petrol,Delhi,Manual
334,Renault,Duster RXL Petrol,600000,2017,Petrol,Mumbai,Manual
335,BMW,5-Series 520d Sedan,1400000,2013,Diesel,Kanpur,Automatic
336,Ford,Fiesta Style Diesel [2011-2014],295000,2013,Diesel,Hyderabad,Manual
337,Mahindra,XUV500 W8,484999,2012,Diesel,Mumbai,Manual
338,BMW,5-Series 530i Sport Line,4250000,2018,Petrol,Mumbai,Automatic
339,Tata,Nexon EV XZ Plus,1550000,2020,Electric,Bangalore,Automatic
340,Tata,Safari 2.2 EX 4x2,375000,2013,Diesel,Ambala Cantt,Manual
341,Kia,Seltos GTX Plus AT 1.4 [2019-2020],1625000,2021,Petrol,Kolkata,Automatic
342,Porsche,Cayenne Platinum Edition Diesel,5350000,2016,Diesel,Navi Mumbai,Automatic
343,BMW,X5 xDrive30d xLine,4250000,2017,Diesel,Thane,Automatic
344,Ford,Ecosport Trend 1.5 TDCi,480000,2014,Diesel,Pune,Manual
345,Hyundai,Grand i10 NIOS Magna 1.2 Kappa VTVT,590000,2020,Petrol,Ahmedabad,Manual
346,Hyundai,Elite i20 Sportz 1.4,561000,2015,Diesel,Ahmedabad,Manual
347,Toyota,Corolla Altis 1.8 G,725000,2014,Petrol,Mumbai,Manual
348,Hyundai,Elantra 1.8 SX MT,645000,2013,Petrol,Pune,Manual
349,Audi,Q3 35 TDI Premium + Sunroof,1695000,2015,Diesel,Delhi,Automatic
350,Maruti Suzuki,Swift Lxi (O) [2014-2017],450000,2016,Petrol,Delhi,Manual
351,Mahindra,XUV500 W10,1375000,2016,Diesel,Bangalore,Manual
352,Mahindra,Thar AX 4-STR Convertible Petrol MT,1700000,2021,Petrol,Chennai,Manual
353,Maruti Suzuki,Swift VXi [2014-2017],525000,2016,Petrol,Mumbai,Manual
354,Maruti Suzuki,DZire VDi,590000,2018,Diesel,Varanasi,Manual
355,Toyota,Fortuner 3.0 4x2 AT,1495000,2014,Diesel,Delhi,Automatic
356,BMW,5-Series 520d M Sport,3300000,2017,Diesel,Mumbai,Automatic
357,Honda,Amaze 1.5 SX i-DTEC,385000,2013,Diesel,Samastipur,Manual
358,Maruti Suzuki,Wagon R VXI+,535000,2020,Petrol,Samastipur,Manual
359,Maruti Suzuki,Vitara Brezza ZDi Plus,875000,2018,Diesel,Ahmedabad,Manual
360,Maruti Suzuki,Swift DZire LXi,295000,2010,Petrol,Mumbai,Manual
361,Fiat,Linea Emotion 1.4,235000,2011,Petrol,Nashik,Manual
362,Hyundai,Creta SX 1.6 CRDi (O),969999,2018,Diesel,Kanpur,Manual
363,Honda,City ZX CVT Petrol,1700000,2022,Petrol,Pune,Automatic
364,Hyundai,Tucson GLS 2WD AT Petrol,1789999,2018,Petrol,Delhi,Automatic
365,Toyota,Innova 2.7 VX 7 STR [2016-2020],1964999,2020,Petrol,Delhi,Manual
366,Audi,TT 2.0 TFSI Quattro,4000000,2014,Petrol,Jaipur,Automatic
367,Tata,Tiago Revotron XTA [2017-2019],484999,2018,Petrol,Patna,Automatic
368,Maruti Suzuki,Swift VXi [2014-2017],580000,2019,Petrol,Ranchi,Manual
369,Honda,City E [2013-2016],450000,2014,Petrol,Ranchi,Manual
370,Maruti Suzuki,Alto 800 Vxi (Airbag),355000,2020,Petrol,Deoghar,Manual
371,Audi,Q3 35 TDI Premium + Sunroof,2375000,2017,Diesel,Dehradun,Automatic
372,Mercedes-Benz,C-Class Cabriolet C 300,6500000,2020,Petrol,Gurgaon,Automatic
373,Tata,Nexon XZ Plus Dark Edition,1050000,2022,Petrol,Kolkata,Manual
374,Ford,Ecosport Ambiente 1.5L TDCi,445000,2014,Diesel,Noida,Manual
375,Honda,Jazz SV Petrol,495000,2015,Petrol,Noida,Manual
376,Hyundai,i10 Sportz 1.2 Kappa2,275000,2011,Petrol,Pune,Manual
377,Honda,Amaze 1.2 VX AT i-VTEC,465000,2014,Petrol,Mumbai,Automatic
378,Jeep,Compass Limited (O) 2.0 Diesel [2017-2020],1050000,2017,Diesel,Lucknow,Manual
379,Mercedes-Benz,C-Class C 200 Progressive [2018-2020],4900000,2022,Petrol,Delhi,Automatic
380,Hyundai,Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG,695000,2020,CNG,Ghaziabad,Manual
381,Toyota,Fortuner 2.8 4x2 AT [2016-2020],3210000,2018,Diesel,Delhi,Automatic
382,Honda,City 1.5 S MT,269000,2009,Petrol,Mohali,Manual
383,Hyundai,Xcent E Plus CRDi,445000,2018,Diesel,Varanasi,Manual
384,Land Rover,Evoque SE R-Dynamic,5950000,2021,Diesel,Delhi,Automatic
385,BMW,X3 xDrive 20d Luxury Line [2018-2020],3800000,2018,Diesel,Raipur,Automatic
386,Hyundai,Creta 1.6 SX Plus AT Petrol,1000000,2018,Petrol,Kolkata,Automatic
387,Mahindra,Scorpio S11 4WD 7 STR,1490000,2018,Diesel,Ludhiana,Manual
388,MG,Astor Sharp EX 1.5 MT,1550000,2022,Petrol,Kolkata,Manual
389,Tata,Grande GX,199000,2011,Diesel,Ranchi,Manual
390,Toyota,Innova 2.0 V,575000,2013,Petrol,Varanasi,Manual
391,Toyota,Etios Liva VD Dual Tone,484999,2017,Diesel,Gurgaon,Manual
392,Honda,City SV Diesel,425000,2014,Diesel,Kanpur,Manual
393,Mahindra,Scorpio S10,1150000,2014,Diesel,Ludhiana,Manual
394,Skoda,Superb L&K TSI AT,3195000,2021,Petrol,Mumbai,Automatic
395,Hyundai,i20 Active 1.4 SX,725000,2016,Diesel,Aurangabad,Manual
396,Mercedes-Benz,M-Class ML 350 CDI,2450000,2014,Diesel,Chandigarh,Automatic
397,Maruti Suzuki,Ciaz Zeta 1.4 AT,741000,2017,Petrol,Mumbai,Automatic
398,Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],7350000,2022,Diesel,Surat,Automatic
399,Mahindra,Thar AX 6-STR Soft Top Diesel MT,1550000,2020,Diesel,Delhi,Manual
400,Honda,City S Diesel,645000,2015,Diesel,Raipur,Manual
401,Honda,City SV Diesel,550000,2014,Diesel,Jaipur,Manual
402,Maruti Suzuki,Baleno Alpha 1.2 AT,595000,2017,Petrol,Mumbai,Automatic
403,Volvo,V40 Cross Country D3,1595000,2015,Diesel,Mumbai,Automatic
404,Maruti Suzuki,Celerio X Zxi AMT [2017-2019],500000,2017,Petrol,Chennai,Automatic
405,Maruti Suzuki,Wagon R LXI ABS,345000,2016,Petrol,Faridabad,Manual
406,Maruti Suzuki,Wagon R VXI+,299000,2013,Petrol,Varanasi,Manual
407,Maruti Suzuki,Wagon R LXi Minor,160000,2008,Petrol,Varanasi,Manual
408,Maruti Suzuki,Baleno Delta 1.2 AT,570000,2017,Petrol,Zirakpur,Automatic
409,Renault,Kiger RXT Turbo CVT,800000,2021,Petrol,Dehradun,Automatic
410,Maruti Suzuki,Wagon R VXi 1.0 [2019-2019],440000,2018,Petrol,Kanpur,Manual
411,Mercedes-Benz,E-Class 200 K Classic,509999,2007,Petrol,Ludhiana,Automatic
412,Hyundai,Eon 1.0 Kappa Magna + [2014-2016],315000,2013,Petrol,Chennai,Manual
413,Maruti Suzuki,Alto LXi BS-III,227000,2011,Petrol,Salem,Manual
414,Mercedes-Benz,S-Class 350 L,1850000,2011,Petrol,Delhi,Automatic
415,Maruti Suzuki,S-Presso VXi CNG,610000,2022,CNG,Delhi,Manual
416,Toyota,Innova 2.4 VX 8 STR [2016-2020],1995000,2018,Diesel,Patna,Manual
417,Kia,Seltos GTX Plus AT 1.5 Diesel [2019-2020],1875000,2021,Diesel,Delhi,Automatic
418,Hyundai,Creta SX (O) 1.5 Petrol CVT [2020-2022],1748999,2022,Petrol,Kolkata,Automatic
419,Skoda,Rapid Ambition 1.6 TDI CR MT,640000,2016,Diesel,Coimbatore,Manual
420,Hyundai,Elite i20 Asta 1.2 (O) [2016],779000,2016,Petrol,Bangalore,Manual
421,Honda,City ZX CVT Petrol,1450000,2021,Petrol,Delhi,Automatic
422,Tata,Nexon XZA Plus Petrol,890000,2018,Petrol,Chennai,Automatic
423,Maruti Suzuki,Baleno Zeta 1.2,625000,2017,Petrol,Nagpur,Manual
424,Mercedes-Benz,GLS 350 d,8500000,2019,Diesel,Mumbai,Automatic
425,Audi,RS5 4.2 Coupe,2900000,2011,Petrol,Pune,Automatic
426,Toyota,Innova 2.5 G 8 STR BS-III,434999,2010,Diesel,Ranchi,Manual
427,Mercedes-Benz,GLC 220 d Progressive,4550000,2018,Diesel,Mumbai,Automatic
428,Skoda,Superb L&K TDI AT,2500000,2017,Diesel,Coimbatore,Automatic
429,Maruti Suzuki,Alto 800 Lxi CNG,249000,2014,CNG + CNG,Navi Mumbai,Manual
430,Ford,Figo Duratec Petrol Titanium 1.2,270000,2015,Petrol,Pune,Manual
431,Maruti Suzuki,DZire VXi AMT,825000,2019,Petrol,Pune,Automatic
432,Maruti Suzuki,Celerio ZXi (O) AMT [2019-2020],425000,2017,Petrol,Pune,Automatic
433,Hyundai,Grand i10 Sportz U2 1.2 CRDi,459999,2016,Diesel,Hyderabad,Manual
434,Mercedes-Benz,E-Class E250 Elegance,980000,2011,Petrol,Ludhiana,Automatic
435,Renault,Duster RXL Petrol,789000,2017,Petrol,Bangalore,Manual
436,BMW,3-Series 330i M Sport Edition,5100000,2022,Petrol,Raipur,Automatic
437,Mahindra,Scorpio S10,775000,2014,Diesel,Lucknow,Manual
438,Hyundai,Creta 1.6 SX Plus AT Petrol,1400000,2019,Petrol,Mumbai,Automatic
439,Maruti Suzuki,Ertiga VDi,770000,2015,Diesel,Chennai,Manual
440,Maruti Suzuki,Ritz Vdi BS-IV,445000,2012,Diesel,Mangalore,Manual
441,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],450000,2016,Petrol,Pune,Manual
442,Honda,City SV,840000,2019,Petrol,Delhi,Manual
443,Mercedes-Benz,S-Class Maybach S 560,18500000,2021,Petrol,Gurgaon,Automatic
444,Land Rover,Evoque HSE Dynamic,4000000,2017,Diesel,Pune,Automatic
445,Mahindra,XUV500 W8 1.99 [2016-2017],690000,2015,Diesel,Jaipur,Manual
446,Mercedes-Benz,CLA 200 D Urban Sport,2800000,2018,Diesel,Mumbai,Automatic
447,Hyundai,Xcent SX 1.1 CRDi,525000,2018,Diesel,Vadodara,Manual
448,Maruti Suzuki,Wagon R LXi CNG,285000,2011,CNG,Mumbai,Manual
449,Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],7780000,2022,Diesel,Delhi,Automatic
450,Skoda,Kodiaq Style 2.0 TDI 4x4 AT,1989999,2018,Diesel,Delhi,Automatic
451,Tata,Hexa XTA 4x2 7 STR,1200000,2017,Diesel,Hyderabad,Automatic
452,Ford,Ecosport Titanium 1.5L TDCi,620000,2017,Diesel,Agra,Manual
453,Jaguar,F-Pace Prestige,5200000,2019,Diesel,Delhi,Automatic
454,Mercedes-Benz,CLA 200 CDI Sport,1998999,2017,Diesel,Kolkata,Automatic
455,Toyota,Innova 2.4 ZX AT 7 STR,2725000,2020,Diesel,Mumbai,Automatic
456,Maruti Suzuki,Swift VXi [2014-2017],590000,2019,Petrol,Lucknow,Manual
457,MINI,Countryman Cooper D,1489000,2014,Diesel,Panvel,Automatic
458,Maruti Suzuki,DZire ZDi Plus AMT,685000,2018,Diesel,Ludhiana,Automatic
459,Mahindra,Scorpio S3 2WD 7 STR,1121000,2019,Diesel,Patna,Manual
460,Tata,Manza Aqua Safire BS-IV,114999,2012,Petrol,Unnao,Manual
461,Maruti Suzuki,Wagon R VXI,545000,2019,Petrol,Delhi,Manual
462,Audi,Q3 2.0 TDI quattro Premium,1350000,2015,Diesel,Ranchi,Automatic
463,Maruti Suzuki,XL6 Alpha MT Petrol,1299000,2021,Petrol,Mysore,Manual
464,Ford,Aspire Titanium1.5 TDCi,450000,2016,Diesel,Ranchi,Manual
465,Porsche,718 Cayman [2017-2020],9000000,2017,Petrol,Faridabad,Automatic
466,Maruti Suzuki,Swift VXi [2014-2017],550000,2019,Petrol,Kolkata,Manual
467,BMW,3-Series 320d Luxury Line,4390000,2020,Diesel,Mumbai,Automatic
468,Maruti Suzuki,Wagon R LXI CNG (O),445000,2015,CNG,Pune,Manual
469,Hyundai,Verna 1.6 VTVT S,495000,2015,Petrol,Kolkata,Manual
470,Hyundai,Eon 1.0 Kappa Magna AirBag,360000,2015,Petrol,Pune,Manual
471,Maruti Suzuki,Grand Vitara 2015 2.0 AT,345000,2007,Petrol,Mohali,Automatic
472,Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],565000,2016,Petrol,Mumbai,Automatic
473,Mercedes-Benz,GLE 300d 4MATIC LWB,9390000,2022,Diesel,Delhi,Automatic
474,Mahindra,TUV300 T8 AMT mHAWK100,615000,2017,Diesel,Delhi,Automatic
475,Honda,City V Diesel,525000,2015,Diesel,Kolkata,Manual
476,BMW,X1 sDrive20d xLine,2650000,2018,Diesel,Delhi,Automatic
477,BMW,X1 sDrive20d xLine,3785000,2019,Diesel,Bangalore,Automatic
478,Mercedes-Benz,S-Class 300,1500000,2012,Petrol,Chennai,Automatic
479,Audi,A6 2.0 TDI Premium,1175000,2012,Diesel,Mumbai,Automatic
480,Mercedes-Benz,GLC 220d 4MATIC Progressive,6400000,2022,Diesel,Hyderabad,Automatic
481,BMW,3-Series 320d Sport Line,1450000,2013,Diesel,Mumbai,Automatic
482,BMW,X5 xDrive 30d M Sport,4900000,2017,Diesel,Pune,Automatic
483,Honda,City VX CVT Petrol,1390000,2022,Petrol,Delhi,Automatic
484,Ferrari,488 GTB,35000000,2018,Petrol,Delhi,Automatic
485,Volkswagen,Tiguan Highline TDI,2990000,2020,Diesel,Mumbai,Automatic
486,Land Rover,Evoque Pure SD4,2150000,2012,Diesel,Coimbatore,Automatic
487,Maruti Suzuki,Wagon R LXi CNG,315000,2013,CNG,Mumbai,Manual
488,Maruti Suzuki,Zen LXi BS-II,71001,2004,Petrol,Kolkata,Manual
489,Honda,Brio S MT,295000,2012,Petrol,Jaipur,Manual
490,Mercedes-Benz,GLE 43 4MATIC [2017-2019],8500000,2018,Petrol,Hyderabad,Automatic
491,Maruti Suzuki,Wagon R LXI CNG,400000,2016,CNG,Mumbai,Manual
492,Tata,Nano Base,49000,2010,Petrol,Gurgaon,Manual
493,Mahindra,Bolero SLX 2WD,379000,2012,Diesel,Panchkula,Manual
494,Maruti Suzuki,Swift VDi,610000,2017,Diesel,Pune,Manual
495,Hyundai,Creta SX 1.6 AT Petrol,1075000,2019,Petrol,Raipur,Automatic
496,Mercedes-Benz,E-Class E 220 d Avantgarde,7500000,2021,Diesel,Bangalore,Automatic
497,Toyota,Corolla Altis G AT Petrol,1321000,2018,Petrol,Mumbai,Automatic
498,Maruti Suzuki,S-Cross Zeta 1.3,950000,2020,Diesel,Ludhiana,Manual
499,Maruti Suzuki,Baleno Zeta 1.2,825000,2021,Petrol,Raipur,Manual
500,Mitsubishi,Pajero 2.5 MT,1300000,2013,Diesel,Bangalore,Manual
501,Maruti Suzuki,Swift ZXi,465000,2014,Petrol,Mumbai,Manual
502,Maruti Suzuki,Swift DZire VDI,475000,2016,Diesel,Kanpur,Manual
503,Audi,Q3 35 TDI Premium,1775000,2015,Diesel,Chennai,Automatic
504,Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,825000,2018,Petrol,Faridabad,Automatic
505,Ford,Endeavour Titanium 3.2 4x4 AT,3450000,2019,Diesel,Coimbatore,Automatic
506,Tata,Tiago Revotron XT [2016-2019],379000,2018,Petrol,Kolkata,Manual
507,Datsun,Go D,240000,2017,Petrol,Lucknow,Manual
508,Kia,Seltos HTK Plus 1.5 [2019-2020],1525000,2021,Petrol,Delhi,Manual
509,BMW,3-Series 320d Sport Line,1400000,2014,Diesel,Kolkata,Automatic
510,Mercedes-Benz,C-Class C 250 CDI BlueEFFICIENCY,1044999,2012,Diesel,Mumbai,Automatic
511,Lamborghini,Huracan LP 610-4,24000000,2016,Petrol,Delhi,Automatic
512,Mercedes-Benz,GLA 200 d Sport,2450000,2018,Diesel,Mumbai,Automatic
513,Mercedes-Benz,GLA 200 CDI Sport,1789999,2015,Diesel,Lucknow,Automatic
514,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],4275000,2019,Diesel,Delhi,Automatic
515,Hyundai,Elite i20 Sportz 1.2 MT,775000,2020,Petrol,Mumbai,Manual
516,Maruti Suzuki,Estilo VXi BS-IV,229999,2012,Petrol,Pune,Manual
517,Maruti Suzuki,Wagon R LXi CNG,280000,2011,CNG,Mumbai,Manual
518,Hyundai,Eon Era +,300000,2018,Petrol,Kanpur,Manual
519,Maruti Suzuki,Alto VXi (O) [2014-2019],160000,2011,Petrol,Kanpur,Manual
520,Maruti Suzuki,Alto LXi BS-III,150000,2011,Petrol,Lucknow,Manual
521,Mercedes-Benz,GLE 300d 4MATIC LWB,8300000,2020,Diesel,Navi Mumbai,Automatic
522,Audi,Q3 35 TDI Premium + Sunroof,1685000,2016,Diesel,Delhi,Automatic
523,Hyundai,i10 Sportz 1.2,270000,2010,Petrol,Chennai,Manual
524,Maruti Suzuki,Alto 800 Lxi,210000,2014,Petrol,Purnea,Manual
525,Hyundai,Elite i20 Asta 1.2,625000,2017,Petrol,Patna,Manual
526,BMW,7-Series 730Ld M Sport,6900000,2017,Diesel,Mumbai,Automatic
527,Kia,Seltos GTX Plus AT 1.4 [2019-2020],1490000,2019,Petrol,Chennai,Automatic
528,Mahindra,XUV500 W7 [2018-2020],1095000,2018,Diesel,Lucknow,Manual
529,Ford,Endeavour 3.0L 4x4 AT,850000,2014,Diesel,Zirakpur,Automatic
530,Hyundai,Tucson 2WD AT GLS Diesel,1600000,2016,Diesel,Pune,Automatic
531,Toyota,Etios V,265000,2011,Petrol,Delhi,Manual
532,Volkswagen,Vento Comfortline Petrol,360000,2013,Petrol,Chandigarh,Manual
533,Maruti Suzuki,Ritz Vdi BS-IV,350000,2012,Diesel,Hyderabad,Manual
534,Toyota,Fortuner 3.0 4x2 MT,1485000,2015,Diesel,Delhi,Manual
535,Maruti Suzuki,Ciaz Alpha 1.4 MT,800000,2017,Petrol,Pune,Manual
536,Maruti Suzuki,Vitara Brezza VDi,710000,2017,Diesel,Lucknow,Manual
537,Maruti Suzuki,S-Cross Alpha 1.6,710000,2018,Diesel,Lucknow,Manual
538,Volkswagen,Polo Highline1.0L (P),720000,2018,Petrol,Pune,Manual
539,Honda,Amaze 1.2 S i-VTEC,395000,2014,Petrol,Mumbai,Manual
540,Audi,A4 35 TDI Technology,2799000,2017,Diesel,Bangalore,Automatic
541,Ford,Ecosport Trend 1.5 Ti-VCT,455000,2014,Petrol,Delhi,Manual
542,Honda,City VX (O) MT,690000,2014,Petrol,Delhi,Manual
543,Mercedes-Benz,GLS 400d 4MATIC,13000000,2021,Diesel,Delhi,Automatic
544,Tata,Harrier XZA Plus Dark Edition,1995000,2020,Diesel,Bhubaneswar,Automatic
545,BMW,5-Series 520d Luxury Line,1750000,2014,Diesel,Jalandhar,Automatic
546,BMW,X1 sDrive20d xLine,2900000,2019,Diesel,Delhi,Automatic
547,BMW,X1 sDrive20d xLine,4500000,2022,Diesel,Mumbai,Automatic
548,Honda,City 1.5 S MT,450000,2013,Petrol,Delhi,Manual
549,BMW,5-Series 520d Luxury Line [2017-2019],2149000,2015,Diesel,Delhi,Automatic
550,Mercedes-Benz,GL-Class 350 CDI,4200000,2015,Diesel,Chennai,Automatic
551,Tata,Nexon XT Diesel [2017-2019],860000,2018,Diesel,Pune,Manual
552,Honda,City V,875000,2018,Petrol,Delhi,Manual
553,Mahindra,Scorpio VLX 4WD BS-III,580000,2011,Diesel,Salem,Manual
554,MG,Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,3500000,2021,Diesel,Hyderabad,Automatic
555,Maruti Suzuki,Swift DZire VXi,229999,2010,Petrol,Kanpur,Manual
556,Audi,Q3 2.0 TDI quattro Premium Plus,1513000,2015,Diesel,Ahmedabad,Automatic
557,Maruti Suzuki,Alto VXi,234000,2013,Petrol,Panchkula,Manual
558,Datsun,Redigo S 1.0 AMT [2018-2019],320000,2018,Petrol,Bangalore,Automatic
559,BMW,X3 xDrive 20d Luxury Line [2018-2020],5975000,2021,Diesel,Delhi,Automatic
560,Maruti Suzuki,Vitara Brezza ZDi Plus,1025000,2019,Diesel,Hyderabad,Manual
561,Maruti Suzuki,Alto LXi BS-III,169000,2010,Petrol,Lucknow,Manual
562,Maruti Suzuki,DZire VDi,630000,2017,Diesel,Patna,Manual
563,Hyundai,Venue SX Plus 1.0 Turbo DCT,1090000,2020,Petrol,Delhi,Automatic
564,Maruti Suzuki,Swift LXi Special Edition,700000,2019,Petrol,Chennai,Manual
565,Maruti Suzuki,Swift VXi,661000,2021,Petrol,Ahmedabad,Manual
566,Tata,Grande GX,250999,2011,Diesel,Mumbai,Manual
567,Mahindra,TUV300 T8,565000,2017,Diesel,Delhi,Manual
568,Toyota,Innova 2.5 G 7 STR BS-IV,750000,2014,Diesel,Delhi,Manual
569,Audi,Q3 35 TDI Premium + Sunroof,1850000,2015,Diesel,Navi Mumbai,Automatic
570,Mahindra,XUV500 W6,850000,2016,Diesel,Lucknow,Manual
571,Hyundai,Elite i20 Asta 1.4 CRDI [2016-2017],535000,2016,Diesel,Panchkula,Manual
572,Volkswagen,Vento Highline Petrol AT,345000,2011,Petrol,Mumbai,Automatic
573,Maruti Suzuki,DZire VDi AMT,770000,2019,Diesel,Pune,Automatic
574,BMW,3-Series 330i M Sport Edition,3650000,2019,Petrol,Delhi,Automatic
575,Kia,Sonet GTX Plus 1.0 iMT [2020-2021],1195000,2022,Petrol,Kolkata,Manual
576,Mercedes-Benz,S-Class 500L,1650000,2012,Petrol,Mumbai,Automatic
577,Skoda,Superb L&K TSI AT,3199000,2021,Petrol,Kolkata,Automatic
578,Mercedes-Benz,E-Class E 200 Exclusive [2019-2019],7100000,2022,Petrol,Noida,Automatic
579,Volkswagen,Polo GT TSI,625000,2016,Petrol,Delhi,Automatic
580,Maruti Suzuki,Vitara Brezza VDi,745000,2018,Diesel,Patna,Manual
581,Hyundai,Santro Sportz,551000,2021,Petrol,Ahmedabad,Manual
582,Mercedes-Benz,E-Class E 220 d Avantgarde,5950000,2019,Diesel,Chennai,Automatic
583,Land Rover,Range Rover 3.0 V6 Diesel Vogue,22000000,2019,Diesel,Pune,Automatic
584,MINI,Cooper D 3 Door,3300000,2019,Diesel,Delhi,Automatic
585,Ford,Endeavour Titanium Plus 3.2 4x4 AT,3250000,2019,Diesel,Chennai,Automatic
586,Renault,Duster 110 PS RXZ 4X2 AMT Diesel,690000,2016,Diesel,Delhi,Automatic
587,Maruti Suzuki,Vitara Brezza VDi AGS,894999,2019,Diesel,Mumbai,Automatic
588,Skoda,Rapid Ambition 1.6 TDI CR MT,550000,2016,Diesel,Chandigarh,Manual
589,Ford,Ecosport Trend 1.5 TDCi,399000,2013,Diesel,Mumbai,Manual
590,Kia,Seltos HTX 1.5 [2020-2021],1275000,2020,Petrol,Ahmedabad,Manual
591,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],535000,2020,Petrol,Bangalore,Manual
592,Maruti Suzuki,Vitara Brezza VDi,825000,2018,Diesel,Thane,Manual
593,Ford,Ecosport Ambiente 1.5L TDCi,585000,2016,Diesel,Mumbai,Manual
594,Honda,Jazz V AT Petrol,675000,2017,Petrol,Mumbai,Automatic
595,Maruti Suzuki,S-Cross Alpha 1.3,795000,2017,Diesel,Pune,Manual
596,Mercedes-Benz,E-Class E 200 Exclusive [2019-2019],6500000,2021,Petrol,Delhi,Automatic
597,Hyundai,Elite i20 Sportz 1.4 CRDI,611000,2017,Diesel,Kheda,Manual
598,Maruti Suzuki,Wagon R VXI,390000,2015,Petrol,Kollam,Manual
599,Maruti Suzuki,Swift VXi [2014-2017],650000,2019,Petrol,Pune,Manual
600,Renault,Fluence 1.5 E4,390000,2013,Diesel,Lucknow,Manual
601,Audi,A4 35 TDI Technology,2400000,2017,Diesel,Kolkata,Automatic
602,Maruti Suzuki,Swift VXi,385000,2011,Petrol,Hyderabad,Manual
603,Maruti Suzuki,Swift DZire VXI,450000,2017,Petrol,Kanpur,Manual
604,Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,649000,2020,Petrol,Udupi,Manual
605,Skoda,Kodiaq L&K 2.0 TDI 4x4 AT,3499000,2020,Diesel,Mumbai,Automatic
606,Audi,A3 35 TDI Premium + Sunroof,2900000,2019,Diesel,Goa,Automatic
607,Maruti Suzuki,Swift DZire VDI,400000,2014,Diesel,Agra,Manual
608,Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,599000,2020,Petrol,Kolkata,Automatic
609,Toyota,Fortuner 2.8 4x2 MT [2016-2020],2980000,2019,Diesel,Lucknow,Manual
610,Audi,A4 30 TFSI Technology Pack,3500000,2018,Petrol,Mumbai,Automatic
611,Honda,Jazz V Petrol,400000,2016,Petrol,Kolkata,Manual
612,Mercedes-Benz,GLC 200 Progressive,6975000,2022,Petrol,Karnal,Automatic
613,Audi,A4 2.0 TDI Sline,745000,2013,Diesel,Gurgaon,Automatic
614,Mercedes-Benz,GLE 250 d,5400000,2016,Diesel,Karnal,Automatic
