Feature_ID,Car_ID,Color,Seating Capacity,Fuel Tank Capacity
1216,1216,Red,5,42
1217,1217,Grey,5,50
1218,1218,White,5,37
1219,1219,Silver,5,60
1220,1220,Black,5,73
1221,1221,White,7,80
1222,1222,Blue,5,57
1223,1223,Grey,5,43
1224,1224,Others,5,40
1225,1225,Silver,5,35
1226,1226,White,5,35
1227,1227,White,5,52
1228,1228,White,5,75
1229,1229,White,5,50
1230,1230,Grey,7,45
1231,1231,Grey,5,42
1232,1232,Black,5,83
1233,1233,Red,5,60
1234,1234,Blue,7,45
1235,1235,Blue,5,37
1236,1236,White,7,80
1237,1237,Black,5,57
1238,1238,Silver,5,50
1239,1239,Red,5,45
1240,1240,White,5,71
1241,1241,Grey,5,50
1242,1242,Grey,5,66
1243,1243,Grey,5,42
1244,1244,White,7,42
1245,1245,Silver,5,35
1246,1246,Grey,5,35
1247,1247,Blue,5,82.5
1248,1248,White,5,66
1249,1249,White,7,64
1250,1250,Silver,5,60
1251,1251,Grey,5,66
1252,1252,White,5,42
1253,1253,White,5,35
1254,1254,Grey,5,60
1255,1255,Black,5,73
1256,1256,White,5,35
1257,1257,Blue,5,37
1258,1258,Silver,5,28
1259,1259,White,5,48
1260,1260,White,5,42
1261,1261,Silver,5,60
1262,1262,White,7,65
1263,1263,White,5,60
1264,1264,White,5,55
1265,1265,White,5,43
1266,1266,White,5,50
1267,1267,Grey,5,35
1268,1268,White,5,43
1269,1269,Gold,5,35
1270,1270,Red,5,73
1271,1271,White,5,43
1272,1272,Silver,5,40
1273,1273,Red,5,40
1274,1274,Silver,5,42
1275,1275,White,5,51
1276,1276,Grey,2,54
1277,1277,Gold,5,43
1278,1278,Blue,5,35
1279,1279,White,7,63
1280,1280,White,5,45
1281,1281,Silver,5,60
1282,1282,Silver,5,40
1283,1283,Grey,5,80
1284,1284,White,5,73
1285,1285,White,5,35
1286,1286,Blue,5,63
1287,1287,Grey,5,35
1288,1288,Red,5,37
1289,1289,White,5,50
1290,1290,Grey,5,45
1291,1291,Black,5,45
1292,1292,Brown,5,66
1293,1293,White,7,80
1294,1294,Grey,5,35
1295,1295,Blue,5,73
1296,1296,White,7,80
1297,1297,Brown,5,65
1298,1298,Grey,5,48
1299,1299,Black,7,73
1300,1300,White,7,60
1301,1301,Maroon,5,45
1302,1302,Blue,5,66
1303,1303,White,5,35
1304,1304,White,5,50
1305,1305,White,7,60
1306,1306,White,4,105
1307,1307,White,7,80
1308,1308,Black,5,60
1309,1309,White,7,45
1310,1310,White,7,65
1311,1311,White,5,43
1312,1312,Blue,5,66
1313,1313,Blue,5,73
1314,1314,Black,5,105
1315,1315,Silver,5,43
1316,1316,Silver,6,60
1317,1317,White,5,40
1318,1318,Silver,5,60
1319,1319,Red,5,37
1320,1320,Grey,5,43
1321,1321,Red,5,45
1322,1322,White,7,60
1323,1323,White,5,77
1324,1324,Silver,5,35
1325,1325,White,5,37
1326,1326,White,5,70
1327,1327,Silver,5,35
1328,1328,Silver,7,80
1329,1329,Blue,5,45
1330,1330,Silver,5,43
1331,1331,White,5,35
1332,1332,White,5,50
1333,1333,Grey,6,45
1334,1334,Black,5,50
1335,1335,White,5,73
1336,1336,White,5,66
1337,1337,White,7,80
1338,1338,Silver,5,35
1339,1339,White,5,60
1340,1340,White,7,55
1341,1341,Blue,4,90
1342,1342,Silver,5,40
1343,1343,Brown,6,100
1344,1344,Red,5,32
1345,1345,Blue,5,64
1346,1346,Bronze,5,40
1347,1347,White,5,42
1348,1348,White,5,52
1349,1349,White,5,57
1350,1350,White,5,45
1351,1351,Red,5,28
1352,1352,Silver,5,43
1353,1353,Grey,5,55
1354,1354,White,5,93
1355,1355,White,5,66
1356,1356,White,5,50
1357,1357,White,7,65
1358,1358,Black,5,43
1359,1359,Silver,5,52
1360,1360,Grey,5,48
1361,1361,White,7,55
1362,1362,White,5,50
1363,1363,Yellow,5,48
1364,1364,Others,5,42
1365,1365,White,5,28
1366,1366,Grey,5,45
1367,1367,Silver,5,32
1368,1368,White,5,35
1369,1369,White,5,55
1370,1370,White,5,82.5
1371,1371,White,7,90
1372,1372,Black,5,66
1373,1373,White,5,35
1374,1374,White,5,35
1375,1375,Silver,5,40
1376,1376,Black,7,70
1377,1377,White,5,70
1378,1378,White,5,63
1379,1379,White,7,60
1380,1380,Grey,7,45
1381,1381,Red,5,50
1382,1382,Brown,5,43
1383,1383,Grey,5,43
1384,1384,Silver,5,35
1385,1385,White,7,60
1386,1386,Red,5,48
1387,1387,Grey,5,35
1388,1388,Orange,5,63
1389,1389,Blue,5,65
1390,1390,Silver,5,35
1391,1391,Brown,5,40
1392,1392,White,8,55
1393,1393,White,4,50
1394,1394,Red,5,48
1395,1395,Grey,5,55
1396,1396,Red,5,35
1397,1397,White,5,50
1398,1398,Silver,5,73
1399,1399,Blue,5,65
1400,1400,White,5,60
1401,1401,Brown,5,66
1402,1402,White,5,32
1403,1403,Black,6,60
1404,1404,Blue,7,73
1405,1405,White,5,57
1406,1406,Grey,4,60
1407,1407,Silver,5,43
1408,1408,White,5,40
1409,1409,Silver,5,35
1410,1410,White,8,60
1411,1411,White,5,42
1412,1412,White,5,67
1413,1413,Red,5,35
1414,1414,Brown,5,45
1415,1415,Grey,5,42
1416,1416,White,5,60
1417,1417,White,5,44
1418,1418,Silver,7,45
1419,1419,Red,7,70
1420,1420,Blue,5,60
1421,1421,White,5,37
1422,1422,White,5,60
1423,1423,Blue,5,48
1424,1424,White,5,35
1425,1425,White,5,45
1426,1426,Silver,5,35
1427,1427,Red,5,50
1428,1428,Brown,5,65
1429,1429,Blue,5,65
1430,1430,White,5,35
1431,1431,White,7,40
1432,1432,Gold,7,55
1433,1433,Bronze,5,65
1434,1434,Brown,5,40
1435,1435,White,7,55
1436,1436,Silver,5,48
1437,1437,White,5,40
1438,1438,White,5,35
1439,1439,White,7,73
1440,1440,Red,5,35
1441,1441,Silver,5,63
1442,1442,Grey,4,57
1443,1443,Red,7,73
1444,1444,White,5,50
1445,1445,White,4,66
1446,1446,Black,7,70
1447,1447,White,7,60
1448,1448,White,5,70
1449,1449,Black,4,57
1450,1450,Grey,5,73
1451,1451,Grey,5,60
1452,1452,Blue,5,66
1453,1453,Red,5,60
1454,1454,Blue,4,57
1455,1455,Silver,5,45
1456,1456,Blue,5,63
1457,1457,Silver,5,70
1458,1458,White,5,50
1459,1459,Grey,5,43
1460,1460,White,7,75
1461,1461,Grey,5,60
1462,1462,Others,5,48
1463,1463,Brown,5,35
1464,1464,Silver,5,35
1465,1465,White,5,51
1466,1466,Black,5,63
1467,1467,Black,5,75
1468,1468,White,5,48
1469,1469,Gold,5,42
1470,1470,Silver,5,42
1471,1471,Bronze,5,55
1472,1472,Maroon,5,41
1473,1473,Silver,5,35
1474,1474,White,5,57
1475,1475,White,8,55
1476,1476,White,5,42
1477,1477,White,5,42
1478,1478,Brown,5,50
1479,1479,Red,5,35
1480,1480,Silver,5,35
1481,1481,Silver,5,32
1482,1482,Black,5,64
1483,1483,White,5,45
1484,1484,White,5,37
1485,1485,Black,5,60
1486,1486,Grey,7,75
1487,1487,White,5,43
1488,1488,Red,5,44
1489,1489,Beige,5,43
1490,1490,White,5,35
1491,1491,White,5,43
1492,1492,Red,5,35
1493,1493,Silver,5,42
1494,1494,White,5,66
1495,1495,Silver,5,42
1496,1496,Silver,5,42
1497,1497,Blue,5,50
1498,1498,White,5,37
1499,1499,Red,5,45
1500,1500,Grey,5,43
1501,1501,Black,5,50
1502,1502,White,5,50
1503,1503,Blue,5,66
1504,1504,White,5,43
1505,1505,Grey,5,60
1506,1506,White,5,35
1507,1507,White,5,35
1508,1508,White,5,43
1509,1509,White,7,80
1510,1510,White,7,70
1511,1511,Grey,5,50
1512,1512,White,8,60
1513,1513,White,5,35
1514,1514,White,5,45
1515,1515,Grey,7,80
1516,1516,Grey,5,55
1517,1517,White,5,40
1518,1518,Red,5,35
1519,1519,Silver,5,60
1520,1520,Blue,5,80
1521,1521,Blue,5,55
1522,1522,White,5,43
1523,1523,Grey,5,43
1524,1524,Black,7,80
1525,1525,Silver,5,43
1526,1526,Black,5,55
1527,1527,White,5,32
1528,1528,White,5,73
1529,1529,Grey,5,35
1530,1530,Brown,5,55
1531,1531,Maroon,5,48
1532,1532,White,5,50
1533,1533,Red,5,37
1534,1534,Black,5,73
1535,1535,Brown,5,45
1536,1536,Black,5,66
1537,1537,Orange,5,45
1538,1538,White,5,52
1539,1539,Red,5,28
1540,1540,White,5,43
1541,1541,Silver,7,78
1542,1542,Blue,5,63
1543,1543,Gold,7,55
1544,1544,Brown,5,50
1545,1545,Bronze,5,37
1546,1546,Blue,7,75
1547,1547,Grey,5,42
1548,1548,White,5,45
1549,1549,White,5,40
1550,1550,Silver,5,50
1551,1551,Silver,5,80
1552,1552,Green,5,43
1553,1553,Red,5,50
1554,1554,Blue,5,35
1555,1555,White,5,43
1556,1556,Silver,5,43
1557,1557,White,5,42
1558,1558,Black,5,57
1559,1559,White,7,80
1560,1560,White,5,60
1561,1561,Black,5,50
1562,1562,Gold,7,55
1563,1563,Red,5,45
1564,1564,Grey,5,66
1565,1565,Red,5,43
1566,1566,Blue,7,65
1567,1567,White,7,55
1568,1568,Grey,7,45
1569,1569,Grey,5,41
1570,1570,White,5,35
1571,1571,Silver,5,45
1572,1572,White,5,35
1573,1573,White,5,43
1574,1574,Grey,5,55
1575,1575,Silver,5,73
1576,1576,Maroon,5,55
1577,1577,White,7,90
1578,1578,White,5,75
1579,1579,White,5,40
1580,1580,White,5,75
1581,1581,Orange,5,43
1582,1582,White,5,43
1583,1583,Blue,5,55
1584,1584,Red,5,73
1585,1585,White,7,70
1586,1586,Grey,5,42
1587,1587,Silver,5,45
1588,1588,White,5,62
1589,1589,Silver,5,42
1590,1590,Silver,5,42
1591,1591,White,5,35
1592,1592,Black,5,42
1593,1593,White,5,60
1594,1594,Silver,5,35
1595,1595,White,7,60
1596,1596,Silver,5,52
1597,1597,Silver,5,35
1598,1598,White,5,54
1599,1599,Orange,5,35
1600,1600,Silver,5,48
1601,1601,Silver,5,66
1602,1602,Others,5,48
1603,1603,Blue,7,45
1604,1604,Black,5,80
1605,1605,Black,5,66
1606,1606,White,5,75
1607,1607,Silver,5,40
1608,1608,Red,5,50
1609,1609,Gold,5,70
1610,1610,Silver,5,45
1611,1611,White,7,45
1612,1612,Blue,5,65
1613,1613,Brown,5,35
1614,1614,Grey,5,43
1615,1615,Grey,5,48
1616,1616,White,5,43
1617,1617,Silver,7,100
1618,1618,Black,5,65
1619,1619,Silver,5,45
1620,1620,White,8,60
1621,1621,White,5,63
1622,1622,Silver,5,32
1623,1623,Silver,5,50
1624,1624,White,7,45
1625,1625,Grey,5,43
1626,1626,Red,5,45
1627,1627,White,5,55
1628,1628,White,5,60
1629,1629,Silver,7,55
1630,1630,Grey,7,65
1631,1631,Grey,5,28
1632,1632,White,7,73
1633,1633,Silver,7,45
1634,1634,Black,5,35
1635,1635,Brown,7,73
1636,1636,Grey,5,43
1637,1637,Silver,7,55
1638,1638,Grey,5,93
1639,1639,White,5,43
1640,1640,White,5,37
1641,1641,Silver,5,35
1642,1642,White,7,70
1643,1643,Black,5,63
1644,1644,Brown,5,43
1645,1645,Blue,5,37
1646,1646,Silver,5,35
1647,1647,White,7,60
1648,1648,White,7,80
1649,1649,Silver,5,43
1650,1650,Gold,5,55
1651,1651,White,5,37
1652,1652,Silver,7,55
1653,1653,Blue,5,43
1654,1654,White,5,44
1655,1655,White,5,40
1656,1656,White,5,35
1657,1657,Red,7,73
1658,1658,Red,5,81
1659,1659,White,5,42
1660,1660,Blue,5,45
1661,1661,Silver,5,42
1662,1662,Red,5,35
1663,1663,White,8,60
1664,1664,White,5,45
1665,1665,Bronze,5,35
1666,1666,White,5,35
1667,1667,Bronze,5,45
1668,1668,Red,5,60
1669,1669,Brown,5,35
1670,1670,Red,5,35
1671,1671,Silver,5,35
1672,1672,White,5,43
1673,1673,Black,5,93
1674,1674,Grey,5,42
1675,1675,Silver,5,50
1676,1676,Silver,5,65
1677,1677,Blue,5,35
1678,1678,White,5,73
1679,1679,Blue,5,65
1680,1680,White,5,35
1681,1681,Bronze,5,40
1682,1682,White,5,50
1683,1683,Maroon,5,73
1684,1684,Black,5,65
1685,1685,White,5,42
1686,1686,Brown,5,63
1687,1687,Red,5,40
1688,1688,Blue,7,65
1689,1689,White,5,64
1690,1690,Black,5,65
1691,1691,Silver,8,55
1692,1692,White,5,52
1693,1693,Silver,5,43
1694,1694,White,5,45
1695,1695,Silver,5,45
1696,1696,Red,4,57
1697,1697,White,5,48
1698,1698,Grey,5,35
1699,1699,White,5,35
1700,1700,White,5,83
1701,1701,Grey,7,70
1702,1702,Silver,5,35
1703,1703,Silver,5,42
1704,1704,Silver,5,45
1705,1705,White,5,66
1706,1706,White,5,63
1707,1707,White,5,42
1708,1708,White,5,45
1709,1709,Grey,5,35
1710,1710,Silver,4,57
1711,1711,Grey,5,32
1712,1712,Black,7,80
1713,1713,White,7,80
1714,1714,White,5,66
1715,1715,Grey,5,37
1716,1716,White,5,50
1717,1717,Silver,5,35
1718,1718,Red,5,50
1719,1719,Black,5,65
1720,1720,Grey,5,40
1721,1721,Grey,5,45
1722,1722,White,5,60
1723,1723,Black,5,60
1724,1724,Grey,5,50
1725,1725,Yellow,4,60.9
1726,1726,White,5,50
1727,1727,Silver,5,35
1728,1728,White,5,66
1729,1729,White,7,80
1730,1730,Brown,5,35
1731,1731,White,8,55
1732,1732,Silver,6,57
1733,1733,Blue,5,35
1734,1734,Black,5,42
1735,1735,Red,5,50
1736,1736,White,8,60
1737,1737,White,5,45
1738,1738,White,5,35
1739,1739,White,5,48
1740,1740,Blue,5,42
1741,1741,White,7,45
1742,1742,White,5,73
1743,1743,White,6,83
1744,1744,Grey,5,55
1745,1745,White,5,28
1746,1746,Grey,5,45
1747,1747,Black,5,54
1748,1748,Blue,5,61
1749,1749,White,7,80
1750,1750,Blue,5,60
1751,1751,White,7,60
1752,1752,Silver,5,50
1753,1753,Silver,5,43
1754,1754,White,5,40
1755,1755,White,7,55
1756,1756,White,5,43
1757,1757,White,5,43
1758,1758,Brown,5,40
1759,1759,White,8,60
1760,1760,Silver,5,42
1761,1761,White,5,37
1762,1762,Green,7,63
1763,1763,Silver,7,70
1764,1764,White,5,37
1765,1765,Grey,5,43
1766,1766,White,5,55
1767,1767,Yellow,4,44
1768,1768,Red,5,45
1769,1769,Silver,4,80
1770,1770,White,5,40
1771,1771,Black,5,93
1772,1772,White,5,73
1773,1773,Blue,5,42
1774,1774,Blue,5,42
1775,1775,White,5,60
1776,1776,White,5,70
1777,1777,Blue,5,67
1778,1778,Blue,8,60
1779,1779,White,7,71
1780,1780,White,5,75
1781,1781,Black,5,93
1782,1782,Black,5,66
1783,1783,Grey,5,28
1784,1784,White,5,50
1785,1785,Black,4,57
1786,1786,Red,5,35
1787,1787,White,5,35
1788,1788,Red,6,57
1789,1789,Blue,7,45
1790,1790,Grey,7,70
1791,1791,White,7,80
1792,1792,Silver,5,43
1793,1793,White,5,60
1794,1794,Blue,5,43
1795,1795,White,5,66
1796,1796,White,5,80
1797,1797,Red,7,55
1798,1798,White,5,35
1799,1799,Black,5,60
1800,1800,Grey,5,48
1801,1801,Silver,5,35
1802,1802,White,5,35
1803,1803,Red,5,90
1804,1804,Blue,5,75
1805,1805,Black,5,45
1806,1806,White,7,55
1807,1807,Brown,5,40
1808,1808,White,5,42
1809,1809,White,5,50
1810,1810,Silver,7,70
1811,1811,White,5,43
1812,1812,Blue,6,60
1813,1813,Blue,5,64
1814,1814,Blue,5,50
1815,1815,White,5,73
1816,1816,Silver,5,63
1817,1817,White,5,43
1818,1818,Gold,5,48
1819,1819,White,5,55
1820,1820,Blue,5,37
1821,1821,Silver,5,42
1822,1822,White,8,55
1823,1823,White,7,60
1824,1824,Silver,7,70
1825,1825,Blue,5,37
1826,1826,Gold,5,40
1827,1827,Maroon,7,55
1828,1828,White,5,40
1829,1829,Bronze,5,28
1830,1830,White,5,42
1831,1831,White,5,54
1832,1832,Black,5,50
1833,1833,White,7,50
1834,1834,White,5,50
1835,1835,White,7,80
1836,1836,Maroon,5,43
1837,1837,White,5,75
1838,1838,Grey,5,40
1839,1839,Maroon,7,70
1840,1840,White,5,66
1841,1841,Brown,5,73
1842,1842,White,5,50
1843,1843,Red,5,28
1844,1844,Grey,5,50
1845,1845,Black,5,55
1846,1846,Brown,5,40
1847,1847,Red,5,44
1848,1848,White,5,45
1849,1849,White,7,70
1850,1850,Grey,7,45
1851,1851,White,5,43
1852,1852,Silver,7,42
1853,1853,White,7,60
1854,1854,Maroon,5,48
1855,1855,White,5,60
1856,1856,Red,5,35
1857,1857,White,5,50
1858,1858,Gold,5,42
1859,1859,White,5,43
1860,1860,White,5,73
1861,1861,Grey,7,55
1862,1862,White,5,43
1863,1863,White,5,55
1864,1864,White,5,43
1865,1865,White,5,35
1866,1866,Grey,5,73
1867,1867,White,5,43
1868,1868,White,5,40
1869,1869,Yellow,5,44
1870,1870,Black,5,75
1871,1871,White,7,50
1872,1872,Silver,5,50
1873,1873,Blue,5,37
1874,1874,Silver,8,55
1875,1875,Silver,5,35
1876,1876,White,5,35
1877,1877,Gold,5,35
1878,1878,White,5,45
1879,1879,White,4,78
1880,1880,Brown,5,35
1881,1881,Grey,5,45
1882,1882,White,5,48
1883,1883,White,5,67
1884,1884,Blue,5,64
1885,1885,Silver,5,50
1886,1886,Red,5,32
1887,1887,Gold,5,37
1888,1888,White,8,60
1889,1889,Brown,5,50
1890,1890,Bronze,5,35
1891,1891,White,5,80
1892,1892,Brown,4,57
1893,1893,Silver,5,35
1894,1894,Silver,7,80
1895,1895,Orange,5,35
1896,1896,White,5,38
1897,1897,White,5,37
1898,1898,Brown,5,58
1899,1899,Others,5,73
1900,1900,Red,5,42
1901,1901,White,5,64
1902,1902,Grey,5,35
1903,1903,Brown,5,28
1904,1904,White,5,73
1905,1905,White,5,52
1906,1906,Silver,5,50
1907,1907,Blue,5,73
1908,1908,White,5,43
1909,1909,Brown,5,40
1910,1910,White,5,60
1911,1911,White,5,50
1912,1912,White,5,43
1913,1913,White,5,70
1914,1914,White,5,42
1915,1915,Silver,5,80
1916,1916,Grey,5,50
1917,1917,Others,5,35
1918,1918,White,7,45
1919,1919,White,7,80
1920,1920,White,5,56
1921,1921,Grey,7,80
1922,1922,White,5,55
1923,1923,White,5,37
1924,1924,White,5,54
1925,1925,Blue,5,43
1926,1926,White,5,40
1927,1927,White,5,35
1928,1928,White,5,42
1929,1929,White,5,73
1930,1930,White,5,35
1931,1931,Grey,5,43
1932,1932,Grey,5,32
1933,1933,White,5,75
1934,1934,White,7,60
1935,1935,Red,5,35
1936,1936,Silver,5,44
1937,1937,White,5,42
1938,1938,Silver,5,35
1939,1939,Grey,5,60
1940,1940,Green,7,73
1941,1941,White,5,60
1942,1942,Silver,5,35
1943,1943,Orange,6,35
1944,1944,Silver,5,40
1945,1945,White,7,73
1946,1946,Black,5,43
1947,1947,Red,5,35
1948,1948,Blue,5,45
1949,1949,White,5,55
1950,1950,Red,5,35
1951,1951,Brown,6,45
1952,1952,Brown,7,45
1953,1953,White,7,73
1954,1954,Red,5,28
1955,1955,Grey,5,37
1956,1956,Grey,5,45
1957,1957,Bronze,5,28
1958,1958,Silver,7,65
1959,1959,White,5,41
1960,1960,Black,5,93
1961,1961,White,5,35
1962,1962,White,5,48
1963,1963,Grey,5,42
1964,1964,Blue,5,35
1965,1965,White,5,43
1966,1966,Blue,5,42
1967,1967,Red,5,56
1968,1968,Grey,4,57
1969,1969,Blue,7,65
1970,1970,Silver,5,52
1971,1971,White,5,80
1972,1972,White,5,77
1973,1973,Black,5,93
1974,1974,White,5,66
1975,1975,White,5,43
1976,1976,Red,5,32
1977,1977,Black,5,52
1978,1978,White,5,66
1979,1979,Maroon,5,43
1980,1980,Blue,5,73
1981,1981,White,5,32
1982,1982,Red,5,28
1983,1983,White,5,55
1984,1984,White,5,42
1985,1985,Silver,5,35
1986,1986,Grey,5,43
1987,1987,White,5,60
1988,1988,Silver,5,40
1989,1989,Bronze,5,50
1990,1990,Silver,5,35
1991,1991,Grey,5,35
1992,1992,White,7,80
1993,1993,Silver,8,55
1994,1994,White,5,48
1995,1995,Silver,5,35
1996,1996,White,5,43
1997,1997,Red,5,48
1998,1998,Purple,5,42
1999,1999,White,5,43
2000,2000,Blue,5,43
2001,2001,Green,5,60
2002,2002,Silver,5,60
2003,2003,Silver,5,42
2004,2004,Silver,5,55
2005,2005,Gold,5,80
2006,2006,White,5,42
2007,2007,White,5,35
2008,2008,Silver,5,80
2009,2009,Blue,7,73
2010,2010,Black,7,73
2011,2011,White,5,54
2012,2012,Grey,5,28
2013,2013,White,5,67
2014,2014,White,5,42
2015,2015,Green,5,47
2016,2016,Bronze,7,70
2017,2017,Black,7,70
2018,2018,White,7,73
2019,2019,White,5,52
2020,2020,Grey,7,73
2021,2021,White,5,50
2022,2022,White,7,80
2023,2023,Grey,5,50
2024,2024,White,7,70
2025,2025,White,7,55
2026,2026,Beige,7,73
2027,2027,Red,5,45
2028,2028,Blue,5,32
2029,2029,White,5,40
2030,2030,Silver,5,45
2031,2031,Maroon,5,45
2032,2032,Silver,5,42
2033,2033,White,5,73
2034,2034,Black,5,80
2035,2035,White,5,42
2036,2036,Brown,5,35
2037,2037,White,7,80
2038,2038,Grey,5,40
2039,2039,Silver,5,60
2040,2040,White,5,50
2041,2041,Brown,5,40
2042,2042,White,5,66
2043,2043,Silver,5,42
2044,2044,Silver,5,66
2045,2045,Blue,7,60
2046,2046,Grey,5,35
2047,2047,Maroon,5,48
2048,2048,Grey,5,40
2049,2049,White,5,43
2050,2050,Black,5,100
2051,2051,White,5,60
2052,2052,White,5,48
2053,2053,Silver,5,45
2054,2054,White,5,43
2055,2055,White,7,70
2056,2056,White,5,32
2057,2057,Silver,5,45
2058,2058,White,5,65
2059,2059,White,7,73
